authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
ceph_AsyncMessenger_RDMADispatcher_rx_total_wc_errors	ceph_AsyncMessenger_RDMADispatcher_rx_total_wc_errors	ceph_AsyncMessenger_RDMADispatcher_rx_total_wc_errors	counter	ceph_daemon	Ceph/Daemon Exporters/Messenger	*	error/outcome	RDMA Errors (errors/s); source meaning: The number of total rx error work completion	source-verified shared population and rendered algebra for RDMA Errors; comparable dimensions: rdmadispatcher_handshake_errors, rdmadispatcher_rx_total_wc_errors, rdmadispatcher_tx_retry_errors, rdmadispatcher_tx_total_wc_errors, rdmadispatcher_tx_wr_flush_errors	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> errors/s; counted/measured object: RDMA Errors / rdmadispatcher_rx_total_wc_errors	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Messenger / RDMA Errors [rdma_errors; errors/s; incremental]	ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/msg/async/rdma/RDMAStack.cc:58
ceph_AsyncMessenger_RDMADispatcher_total_async_events	ceph_AsyncMessenger_RDMADispatcher_total_async_events	ceph_AsyncMessenger_RDMADispatcher_total_async_events	counter	ceph_daemon	Ceph/Daemon Exporters/Messenger	*	workload/outcome	Asynchronous Events (events/s); source meaning: The number of async events	source-verified shared population and rendered algebra for Asynchronous Events; comparable dimensions: async_last_wqe_events, total_async_events	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> events/s; counted/measured object: Asynchronous Events / total_async_events	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Messenger / Asynchronous Events [async_events; events/s; incremental]	ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/msg/async/rdma/RDMAStack.cc:61
ceph_AsyncMessenger_RDMADispatcher_tx_retry_errors	ceph_AsyncMessenger_RDMADispatcher_tx_retry_errors	ceph_AsyncMessenger_RDMADispatcher_tx_retry_errors	counter	ceph_daemon	Ceph/Daemon Exporters/Messenger	*	error/outcome	RDMA Errors (errors/s); source meaning: The number of tx retry errors	source-verified shared population and rendered algebra for RDMA Errors; comparable dimensions: rdmadispatcher_handshake_errors, rdmadispatcher_rx_total_wc_errors, rdmadispatcher_tx_retry_errors, rdmadispatcher_tx_total_wc_errors, rdmadispatcher_tx_wr_flush_errors	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> errors/s; counted/measured object: RDMA Errors / rdmadispatcher_tx_retry_errors	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Messenger / RDMA Errors [rdma_errors; errors/s; incremental]	ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/msg/async/rdma/RDMAStack.cc:54
ceph_AsyncMessenger_RDMADispatcher_tx_total_wc	ceph_AsyncMessenger_RDMADispatcher_tx_total_wc	ceph_AsyncMessenger_RDMADispatcher_tx_total_wc	counter	ceph_daemon	Ceph/Daemon Exporters/Messenger	*	workload/outcome	Work Completions (completions/s); source meaning: The number of tx work comletions	source-verified shared population and rendered algebra for Work Completions; comparable dimensions: rx_total_wc, tx_total_wc	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> completions/s; counted/measured object: Work Completions / tx_total_wc	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Messenger / Work Completions [work_completions; completions/s; incremental]	ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/msg/async/rdma/RDMAStack.cc:52
ceph_AsyncMessenger_RDMADispatcher_tx_total_wc_errors	ceph_AsyncMessenger_RDMADispatcher_tx_total_wc_errors	ceph_AsyncMessenger_RDMADispatcher_tx_total_wc_errors	counter	ceph_daemon	Ceph/Daemon Exporters/Messenger	*	error/outcome	RDMA Errors (errors/s); source meaning: The number of tx errors	source-verified shared population and rendered algebra for RDMA Errors; comparable dimensions: rdmadispatcher_handshake_errors, rdmadispatcher_rx_total_wc_errors, rdmadispatcher_tx_retry_errors, rdmadispatcher_tx_total_wc_errors, rdmadispatcher_tx_wr_flush_errors	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> errors/s; counted/measured object: RDMA Errors / rdmadispatcher_tx_total_wc_errors	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Messenger / RDMA Errors [rdma_errors; errors/s; incremental]	ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/msg/async/rdma/RDMAStack.cc:53
ceph_AsyncMessenger_RDMADispatcher_tx_wr_flush_errors	ceph_AsyncMessenger_RDMADispatcher_tx_wr_flush_errors	ceph_AsyncMessenger_RDMADispatcher_tx_wr_flush_errors	counter	ceph_daemon	Ceph/Daemon Exporters/Messenger	*	error/outcome	RDMA Errors (errors/s); source meaning: The number of tx work request flush errors	source-verified shared population and rendered algebra for RDMA Errors; comparable dimensions: rdmadispatcher_handshake_errors, rdmadispatcher_rx_total_wc_errors, rdmadispatcher_tx_retry_errors, rdmadispatcher_tx_total_wc_errors, rdmadispatcher_tx_wr_flush_errors	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> errors/s; counted/measured object: RDMA Errors / rdmadispatcher_tx_wr_flush_errors	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Messenger / RDMA Errors [rdma_errors; errors/s; incremental]	ceph/ceph @ efac5a54607c13fa50d4822e50242b86e6e446df; src/msg/async/rdma/RDMAStack.cc:55
ceph_async_messenger_rdma_worker_pending_sent_conns	ceph_async_messenger_rdma_worker_pending_sent_conns	ceph_AsyncMessenger_RDMAWorker_7_pending_sent_conns	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	saturation/state	Pending Connections (connections); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_pending_sent_conns	single-population chart; no cross-family arithmetic	source-current lifecycle -> raw current value -> absolute -> connections; counted/measured object: Pending Connections / pending	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / Pending Connections [pending_connections; connections; absolute]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
ceph_async_messenger_rdma_worker_rx_bytes	ceph_async_messenger_rdma_worker_rx_bytes	ceph_AsyncMessenger_RDMAWorker_7_rx_bytes	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	workload/outcome	Byte Throughput (bytes/s); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_rx_bytes	source-verified shared population and rendered algebra for Byte Throughput; comparable dimensions: tx, rx	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> bytes/s; counted/measured object: Byte Throughput / rx	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / Byte Throughput [byte_throughput; bytes/s; incremental]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
ceph_async_messenger_rdma_worker_rx_chunks	ceph_async_messenger_rdma_worker_rx_chunks	ceph_AsyncMessenger_RDMAWorker_7_rx_chunks	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	domain signal	Chunk Throughput (chunks/s); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_rx_chunks	source-verified shared population and rendered algebra for Chunk Throughput; comparable dimensions: tx, rx	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> chunks/s; counted/measured object: Chunk Throughput / rx	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / Chunk Throughput [chunk_throughput; chunks/s; incremental]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
ceph_async_messenger_rdma_worker_tx_bytes	ceph_async_messenger_rdma_worker_tx_bytes	ceph_AsyncMessenger_RDMAWorker_7_tx_bytes	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	workload/outcome	Byte Throughput (bytes/s); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_tx_bytes	source-verified shared population and rendered algebra for Byte Throughput; comparable dimensions: tx, rx	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> bytes/s; counted/measured object: Byte Throughput / tx	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / Byte Throughput [byte_throughput; bytes/s; incremental]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
ceph_async_messenger_rdma_worker_tx_chunks	ceph_async_messenger_rdma_worker_tx_chunks	ceph_AsyncMessenger_RDMAWorker_7_tx_chunks	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	domain signal	Chunk Throughput (chunks/s); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_tx_chunks	source-verified shared population and rendered algebra for Chunk Throughput; comparable dimensions: tx, rx	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> chunks/s; counted/measured object: Chunk Throughput / tx	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / Chunk Throughput [chunk_throughput; chunks/s; incremental]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
ceph_async_messenger_rdma_worker_tx_failed_post	ceph_async_messenger_rdma_worker_tx_failed_post	ceph_AsyncMessenger_RDMAWorker_7_tx_failed_post	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	error/outcome	RDMA Transfer Errors (errors/s); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_tx_failed_post	source-verified shared population and rendered algebra for RDMA Transfer Errors; comparable dimensions: tx_no_mem, tx_parital_mem, tx_failed_post	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> errors/s; counted/measured object: RDMA Transfer Errors / tx_failed_post	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / RDMA Transfer Errors [transfer_errors; errors/s; incremental]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
ceph_async_messenger_rdma_worker_tx_no_mem	ceph_async_messenger_rdma_worker_tx_no_mem	ceph_AsyncMessenger_RDMAWorker_7_tx_no_mem	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	error/outcome	RDMA Transfer Errors (errors/s); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_tx_no_mem	source-verified shared population and rendered algebra for RDMA Transfer Errors; comparable dimensions: tx_no_mem, tx_parital_mem, tx_failed_post	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> errors/s; counted/measured object: RDMA Transfer Errors / tx_no_mem	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / RDMA Transfer Errors [transfer_errors; errors/s; incremental]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
ceph_async_messenger_rdma_worker_tx_parital_mem	ceph_async_messenger_rdma_worker_tx_parital_mem	ceph_AsyncMessenger_RDMAWorker_7_tx_parital_mem	counter	ceph_daemon,rdma_worker	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers	*	error/outcome	RDMA Transfer Errors (errors/s); source meaning: Source-derived dynamic AsyncMessenger RDMA worker metric: AsyncMessenger_RDMAWorker_7_tx_parital_mem	source-verified shared population and rendered algebra for RDMA Transfer Errors; comparable dimensions: tx_no_mem, tx_parital_mem, tx_failed_post	source-cumulative lifecycle -> raw total -> incremental (Netdata rate/reset) -> errors/s; counted/measured object: RDMA Transfer Errors / tx_parital_mem	all emitted labels are instance identity; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ceph Reef/Squid/Tentacle producer and daemon/module role as registered; priority threshold and feature gates may apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	Ceph/Daemon Exporters/Runtime and Client Components/RDMA Workers / RDMA Transfer Errors [transfer_errors; errors/s; incremental]	ceph/ceph @ Reef efac5a54607c13fa50d4822e50242b86e6e446df, Squid abc7aa7f2701e5d46878fd5e6bb7e2955f1a395a, Tentacle 0fcffee29411e3a38036764817b6e1afc59741cc; exact registration HELP/type in official producer source audit, prefix owner in OPERATOR-MODEL.md
