.1.3.6.1.2.1.1.1.0 = STRING: Juniper Networks, Inc. mx240 internet router, kernel JUNOS 11.1R6.4 #0: 2011-11-04 09:48:26 UTC     builder@briath.juniper.net:/volume/build/junos/11.1/release/11.1R6.4/obj-i386/bsd/kernels/JUNIPER/kernel Build date: 2011-11-04 09:28:26 UTC Copyright (c)
.1.3.6.1.2.1.1.2.0 = OID: .1.3.6.1.4.1.2636.1.1.1.2.29
.1.3.6.1.2.1.2.2.1.1.1302 = INTEGER: 1302
.1.3.6.1.2.1.2.2.1.1.1303 = INTEGER: 1303
.1.3.6.1.2.1.2.2.1.1.3671 = INTEGER: 3671
.1.3.6.1.2.1.2.2.1.1.3672 = INTEGER: 3672
.1.3.6.1.2.1.2.2.1.1.3674 = INTEGER: 3674
.1.3.6.1.2.1.2.2.1.1.12397 = INTEGER: 12397
.1.3.6.1.2.1.2.2.1.1.17619 = INTEGER: 17619
.1.3.6.1.2.1.2.2.1.1.28497 = INTEGER: 28497
.1.3.6.1.2.1.2.2.1.1.28498 = INTEGER: 28498
.1.3.6.1.2.1.2.2.1.1.28499 = INTEGER: 28499
.1.3.6.1.2.1.2.2.1.1.28500 = INTEGER: 28500
.1.3.6.1.2.1.2.2.1.1.28501 = INTEGER: 28501
.1.3.6.1.2.1.2.2.1.1.28503 = INTEGER: 28503
.1.3.6.1.2.1.2.2.1.1.28504 = INTEGER: 28504
.1.3.6.1.2.1.2.2.1.1.28505 = INTEGER: 28505
.1.3.6.1.2.1.2.2.1.1.28506 = INTEGER: 28506
.1.3.6.1.2.1.2.2.1.1.28507 = INTEGER: 28507
.1.3.6.1.2.1.2.2.1.1.28509 = INTEGER: 28509
.1.3.6.1.2.1.2.2.1.1.28510 = INTEGER: 28510
.1.3.6.1.2.1.2.2.1.1.28511 = INTEGER: 28511
.1.3.6.1.2.1.2.2.1.1.28513 = INTEGER: 28513
.1.3.6.1.2.1.2.2.1.1.28514 = INTEGER: 28514
.1.3.6.1.2.1.2.2.1.1.28515 = INTEGER: 28515
.1.3.6.1.2.1.2.2.1.1.28517 = INTEGER: 28517
.1.3.6.1.2.1.2.2.1.1.28518 = INTEGER: 28518
.1.3.6.1.2.1.2.2.1.1.28519 = INTEGER: 28519
.1.3.6.1.2.1.2.2.1.1.28520 = INTEGER: 28520
.1.3.6.1.2.1.2.2.1.1.28521 = INTEGER: 28521
.1.3.6.1.2.1.2.2.1.1.28522 = INTEGER: 28522
.1.3.6.1.2.1.2.2.1.1.28523 = INTEGER: 28523
.1.3.6.1.2.1.2.2.1.1.28525 = INTEGER: 28525
.1.3.6.1.2.1.2.2.1.1.28526 = INTEGER: 28526
.1.3.6.1.2.1.2.2.1.1.28527 = INTEGER: 28527
.1.3.6.1.2.1.2.2.1.1.29799 = INTEGER: 29799
.1.3.6.1.2.1.2.2.1.1.29800 = INTEGER: 29800
.1.3.6.1.2.1.2.2.1.1.29804 = INTEGER: 29804
.1.3.6.1.2.1.2.2.1.2.1 = STRING: fxp0
.1.3.6.1.2.1.2.2.1.2.4 = STRING: lsi
.1.3.6.1.2.1.2.2.1.2.5 = STRING: dsc
.1.3.6.1.2.1.2.2.1.2.6 = STRING: lo0
.1.3.6.1.2.1.2.2.1.2.7 = STRING: tap
.1.3.6.1.2.1.2.2.1.2.8 = STRING: gre
.1.3.6.1.2.1.2.2.1.2.9 = STRING: ipip
.1.3.6.1.2.1.2.2.1.2.10 = STRING: pime
.1.3.6.1.2.1.2.2.1.2.11 = STRING: pimd
.1.3.6.1.2.1.2.2.1.2.12 = STRING: mtun
.1.3.6.1.2.1.2.2.1.2.13 = STRING: fxp0.0
.1.3.6.1.2.1.2.2.1.2.16 = STRING: lo0.0
.1.3.6.1.2.1.2.2.1.2.17 = STRING: em0
.1.3.6.1.2.1.2.2.1.2.18 = STRING: em0.0
.1.3.6.1.2.1.2.2.1.2.21 = STRING: lo0.16384
.1.3.6.1.2.1.2.2.1.2.22 = STRING: lo0.16385
.1.3.6.1.2.1.2.2.1.2.23 = STRING: em1
.1.3.6.1.2.1.2.2.1.2.24 = STRING: em1.0
.1.3.6.1.2.1.2.2.1.2.267 = STRING: ge-1/2/5
.1.3.6.1.2.1.2.2.1.2.268 = STRING: ge-1/2/6
.1.3.6.1.2.1.2.2.1.2.269 = STRING: ge-1/2/7
.1.3.6.1.2.1.2.2.1.2.270 = STRING: ge-1/2/8
.1.3.6.1.2.1.2.2.1.2.271 = STRING: ge-1/2/9
.1.3.6.1.2.1.2.2.1.2.272 = STRING: lc-1/2/0
.1.3.6.1.2.1.2.2.1.2.273 = STRING: lc-1/2/0.32769
.1.3.6.1.2.1.2.2.1.2.274 = STRING: ge-1/3/0
.1.3.6.1.2.1.2.2.1.2.275 = STRING: ge-1/3/1
.1.3.6.1.2.1.2.2.1.2.276 = STRING: ge-1/3/2
.1.3.6.1.2.1.2.2.1.2.277 = STRING: ge-1/3/3
.1.3.6.1.2.1.2.2.1.2.278 = STRING: ge-1/3/4
.1.3.6.1.2.1.2.2.1.2.279 = STRING: ge-1/3/6
.1.3.6.1.2.1.2.2.1.2.280 = STRING: ge-1/3/5
.1.3.6.1.2.1.2.2.1.2.281 = STRING: ge-1/3/7
.1.3.6.1.2.1.2.2.1.2.282 = STRING: ge-1/3/8
.1.3.6.1.2.1.2.2.1.2.283 = STRING: ge-1/3/9
.1.3.6.1.2.1.2.2.1.2.284 = STRING: lc-1/3/0
.1.3.6.1.2.1.2.2.1.2.285 = STRING: lc-1/3/0.32769
.1.3.6.1.2.1.2.2.1.2.501 = STRING: pp0
.1.3.6.1.2.1.2.2.1.2.502 = STRING: ge-1/0/0
.1.3.6.1.2.1.2.2.1.2.829 = STRING: ge-1/2/1
.1.3.6.1.2.1.2.2.1.2.1302 = STRING: cbp0
.1.3.6.1.2.1.2.2.1.2.1303 = STRING: pip0
.1.3.6.1.2.1.2.2.1.2.3671 = STRING: demux0
.1.3.6.1.2.1.2.2.1.2.3672 = STRING: irb
.1.3.6.1.2.1.2.2.1.2.3674 = STRING: ge-1/0/1.0
.1.3.6.1.2.1.2.2.1.2.12397 = STRING: ge-1/2/2
.1.3.6.1.2.1.2.2.1.2.17619 = STRING: ge-1/1/6.0
.1.3.6.1.2.1.2.2.1.2.28497 = STRING: ge-1/0/1
.1.3.6.1.2.1.2.2.1.2.28498 = STRING: ge-1/0/2
.1.3.6.1.2.1.2.2.1.2.28499 = STRING: ge-1/0/3
.1.3.6.1.2.1.2.2.1.2.28500 = STRING: ge-1/0/4
.1.3.6.1.2.1.2.2.1.2.28501 = STRING: ge-1/0/5
.1.3.6.1.2.1.2.2.1.2.28503 = STRING: ge-1/0/2.0
.1.3.6.1.2.1.2.2.1.2.28504 = STRING: ge-1/0/6
.1.3.6.1.2.1.2.2.1.2.28505 = STRING: ge-1/0/7
.1.3.6.1.2.1.2.2.1.2.28506 = STRING: ge-1/0/8
.1.3.6.1.2.1.2.2.1.2.28507 = STRING: ge-1/0/9
.1.3.6.1.2.1.2.2.1.2.28509 = STRING: lc-1/0/0
.1.3.6.1.2.1.2.2.1.2.28510 = STRING: lc-1/0/0.32769
.1.3.6.1.2.1.2.2.1.2.28511 = STRING: ge-1/1/0
.1.3.6.1.2.1.2.2.1.2.28513 = STRING: ge-1/1/1
.1.3.6.1.2.1.2.2.1.2.28514 = STRING: ge-1/1/0.0
.1.3.6.1.2.1.2.2.1.2.28515 = STRING: ge-1/1/2
.1.3.6.1.2.1.2.2.1.2.28517 = STRING: ge-1/1/3
.1.3.6.1.2.1.2.2.1.2.28518 = STRING: ge-1/1/4
.1.3.6.1.2.1.2.2.1.2.28519 = STRING: ge-1/1/5
.1.3.6.1.2.1.2.2.1.2.28520 = STRING: ge-1/1/6
.1.3.6.1.2.1.2.2.1.2.28521 = STRING: ge-1/1/7
.1.3.6.1.2.1.2.2.1.2.28522 = STRING: ge-1/1/8
.1.3.6.1.2.1.2.2.1.2.28523 = STRING: ge-1/1/9
.1.3.6.1.2.1.2.2.1.2.28525 = STRING: lc-1/1/0
.1.3.6.1.2.1.2.2.1.2.28526 = STRING: lc-1/1/0.32769
.1.3.6.1.2.1.2.2.1.2.28527 = STRING: ge-1/2/0
.1.3.6.1.2.1.2.2.1.2.29799 = STRING: ge-1/2/3
.1.3.6.1.2.1.2.2.1.2.29800 = STRING: ge-1/2/4
.1.3.6.1.2.1.2.2.1.2.29804 = STRING: ge-1/1/5.0
.1.3.6.1.2.1.2.2.1.3.1 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.4 = INTEGER: 150
.1.3.6.1.2.1.2.2.1.3.5 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.6 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.7 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.8 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.9 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.10 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.11 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.12 = INTEGER: 131
.1.3.6.1.2.1.2.2.1.3.13 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.16 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.17 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.18 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.21 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.22 = INTEGER: 24
.1.3.6.1.2.1.2.2.1.3.23 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.24 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.267 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.268 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.269 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.270 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.271 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.272 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.273 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.274 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.275 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.276 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.277 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.278 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.279 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.280 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.281 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.282 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.283 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.284 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.285 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.501 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.502 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.829 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.1302 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.1303 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.3671 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.3672 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.3674 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.12397 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.17619 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.28497 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28498 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28499 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28500 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28501 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28503 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.28504 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28505 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28506 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28507 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28509 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.28510 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.28511 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28513 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28514 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.28515 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28517 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28518 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28519 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28520 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28521 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28522 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28523 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.28525 = INTEGER: 1
.1.3.6.1.2.1.2.2.1.3.28526 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.3.28527 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.29799 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.29800 = INTEGER: 6
.1.3.6.1.2.1.2.2.1.3.29804 = INTEGER: 53
.1.3.6.1.2.1.2.2.1.4.1 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.4 = INTEGER: 1496
.1.3.6.1.2.1.2.2.1.4.5 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.6 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.7 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.8 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.9 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.10 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.11 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.12 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.13 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.16 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.17 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.18 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.21 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.22 = INTEGER: 2147483647
.1.3.6.1.2.1.2.2.1.4.23 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.24 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.267 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.268 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.269 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.270 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.271 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.272 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.273 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.274 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.275 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.276 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.277 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.278 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.279 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.280 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.281 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.282 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.283 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.284 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.285 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.501 = INTEGER: 1532
.1.3.6.1.2.1.2.2.1.4.502 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.829 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.1302 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.1303 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.3671 = INTEGER: 9192
.1.3.6.1.2.1.2.2.1.4.3672 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.3674 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.12397 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.17619 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.28497 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28498 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28499 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28500 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28501 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28503 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.28504 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28505 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28506 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28507 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28509 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.28510 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.28511 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28513 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28514 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.4.28515 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28517 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28518 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28519 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28520 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28521 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28522 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28523 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.28525 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.28526 = INTEGER: 0
.1.3.6.1.2.1.2.2.1.4.28527 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.29799 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.29800 = INTEGER: 1514
.1.3.6.1.2.1.2.2.1.4.29804 = INTEGER: 1500
.1.3.6.1.2.1.2.2.1.5.1 = Gauge32: 100000000
.1.3.6.1.2.1.2.2.1.5.4 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.5 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.6 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.7 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.8 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.9 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.10 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.11 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.12 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.13 = Gauge32: 100000000
.1.3.6.1.2.1.2.2.1.5.16 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.17 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.18 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.21 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.22 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.23 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.24 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.267 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.268 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.269 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.270 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.271 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.272 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.273 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.274 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.275 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.276 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.277 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.278 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.279 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.280 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.281 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.282 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.283 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.284 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.285 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.501 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.502 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.829 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.1302 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.1303 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.3671 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.3672 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.3674 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.12397 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.17619 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28497 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28498 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28499 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28500 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28501 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28503 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28504 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28505 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28506 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28507 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28509 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.28510 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.28511 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28513 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28514 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28515 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28517 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28518 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28519 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28520 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28521 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28522 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28523 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.28525 = Gauge32: 800000000
.1.3.6.1.2.1.2.2.1.5.28526 = Gauge32: 0
.1.3.6.1.2.1.2.2.1.5.28527 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.29799 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.29800 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.5.29804 = Gauge32: 1000000000
.1.3.6.1.2.1.2.2.1.6.1 = Hex-STRING: 0:a0:a5:62:64:ef
.1.3.6.1.2.1.2.2.1.6.4 = Hex-STRING: 
.1.3.6.1.2.1.2.2.1.6.5 = Hex-STRING: 
.1.3.6.1.2.1.2.2.1.6.6 = Hex-STRING: 
