authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
http_requests_created	http_requests_created	http_requests_created	gauge	handler,method,status	<excluded>	<none>	state/configuration	Total number of requests by method, status and handler.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=handler,method,status; no chart identity/dimension role	HTTP server instrumentation	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
http_requests_total	http_requests_total	http_requests_total	counter	handler,method,status	vLLM/HTTP Endpoints	handler,method	state/configuration	Total number of requests by method, status and handler.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> requests/s; counted/measured object: Total number of requests by method, status and handler.	identity=handler,method; dimension=status; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	HTTP server instrumentation	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/HTTP Endpoints / HTTP Request Outcomes [request_outcomes; requests/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
http_response_size_bytes	http_response_size_bytes,http_response_size_bytes_count,http_response_size_bytes_sum	http_response_size_bytes	summary	handler	<excluded>	<none>	workload/outcome	Content length of outgoing responses by handler. Only value of header is respected. Otherwise ignored. No percentile calculated.	summary quantile component; same observation population as the family bucket/quantile, count, and sum components	raw summary; no rendered unit because writer-ineligible	source labels=handler; no chart identity/dimension role	HTTP server instrumentation	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	writer-ineligible	collector writer exclusion; metadata-only or structurally unsupported source shape	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
http_response_size_bytes_created	http_response_size_bytes_created	http_response_size_bytes_created	gauge	handler	<excluded>	<none>	workload/outcome	Content length of outgoing responses by handler. Only value of header is respected. Otherwise ignored. No percentile calculated.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=handler; no chart identity/dimension role	HTTP server instrumentation	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
process_cpu_seconds_total	process_cpu_seconds_total	process_cpu_seconds_total	counter		vLLM/Runtime	<global>	latency	Total user and system CPU time spent in seconds.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> cores; counted/measured object: Total user and system CPU time spent in seconds.	identity=<global>; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime / Process CPU Usage [process_cpu; cores; incremental]	prometheus/client_python default collectors (version provided by vLLM runtime)
process_max_fds	process_max_fds	process_max_fds	gauge		vLLM/Runtime	<global>	capacity/resource	Maximum number of open file descriptors.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> fds; counted/measured object: Maximum number of open file descriptors.	identity=<global>; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime / File Descriptor Limit [file_descriptor_limit; fds; absolute]	prometheus/client_python default collectors (version provided by vLLM runtime)
process_open_fds	process_open_fds	process_open_fds	gauge		vLLM/Runtime	<global>	utilization/resource	Number of open file descriptors.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> fds; counted/measured object: Number of open file descriptors.	identity=<global>; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime / Open File Descriptors [open_file_descriptors; fds; absolute]	prometheus/client_python default collectors (version provided by vLLM runtime)
process_resident_memory_bytes	process_resident_memory_bytes	process_resident_memory_bytes	gauge		vLLM/Runtime	<global>	utilization/resource	Resident memory size in bytes.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> bytes; counted/measured object: Resident memory size in bytes.	identity=<global>; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime / Process Resident Memory [process_resident_memory; bytes; absolute]	prometheus/client_python default collectors (version provided by vLLM runtime)
process_start_time_seconds	process_start_time_seconds	process_start_time_seconds	gauge		<excluded>	<none>	latency	Start time of the process since unix epoch in seconds.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge; no rendered unit because job-excluded	source labels=<none>; no chart identity/dimension role	single-process Python runtime registry	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	prometheus/client_python default collectors (version provided by vLLM runtime)
process_virtual_memory_bytes	process_virtual_memory_bytes	process_virtual_memory_bytes	gauge		vLLM/Runtime	<global>	utilization/resource	Virtual memory size in bytes.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> bytes; counted/measured object: Virtual memory size in bytes.	identity=<global>; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime / Process Virtual Memory [process_virtual_memory; bytes; absolute]	prometheus/client_python default collectors (version provided by vLLM runtime)
python_gc_collections_total	python_gc_collections_total	python_gc_collections_total	counter	generation	vLLM/Runtime/Python GC	<global>	domain signal	Number of times this generation was collected	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> collections/s; counted/measured object: Number of times this generation was collected	identity=<global>; dimension=generation; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime/Python GC / Collections [collections; collections/s; incremental]	prometheus/client_python default collectors (version provided by vLLM runtime)
python_gc_objects_collected_total	python_gc_objects_collected_total	python_gc_objects_collected_total	counter	generation	vLLM/Runtime/Python GC	<global>	workload/outcome	Objects collected during gc	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> objects/s; counted/measured object: Objects collected during gc	identity=<global>; dimension=generation; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime/Python GC / Collected Objects [collected_objects; objects/s; incremental]	prometheus/client_python default collectors (version provided by vLLM runtime)
python_gc_objects_uncollectable_total	python_gc_objects_uncollectable_total	python_gc_objects_uncollectable_total	counter	generation	vLLM/Runtime/Python GC	<global>	error/outcome	Uncollectable objects found during GC	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> objects/s; counted/measured object: Uncollectable objects found during GC	identity=<global>; dimension=generation; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	single-process Python runtime registry	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Runtime/Python GC / Uncollectable Objects [uncollectable_objects; objects/s; incremental]	prometheus/client_python default collectors (version provided by vLLM runtime)
python_info	python_info	python_info	gauge	implementation,major,minor,patchlevel,version	<excluded>	<none>	state/configuration	Python platform information	metadata-only information family; writer contract does not retain this shape	raw gauge; no rendered unit because writer-ineligible	source labels=implementation,major,minor,patchlevel,version; no chart identity/dimension role	single-process Python runtime registry	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	writer-ineligible	collector writer exclusion; metadata-only or structurally unsupported source shape	prometheus/client_python default collectors (version provided by vLLM runtime)
vllm:cache_config_info	vllm:cache_config_info	vllm:cache_config_info	gauge	_block_size_resolved,block_size,cache_dtype,calculate_kv_scales,enable_prefix_caching,engine,gpu_memory_utilization,hash_block_size,is_attention_free,kv_cache_dtype_skip_layers,kv_cache_max_concurrency,kv_cache_memory_bytes,kv_cache_size_tokens,kv_offloading_backend,kv_offloading_size,kv_sharing_fast_prefill,mamba_block_size,mamba_cache_dtype,mamba_cache_mode,mamba_page_size_padded,mamba_ssm_cache_dtype,num_cpu_blocks,num_gpu_blocks,num_gpu_blocks_override,prefix_caching_hash_algo,skip_page_size_padded,sliding_window,user_specified_block_size,user_specified_mamba_block_size	<excluded>	<none>	state/configuration	Information of the LLMEngine CacheConfig	metadata-only information family; writer contract does not retain this shape	raw gauge; no rendered unit because writer-ineligible	source labels=_block_size_resolved,block_size,cache_dtype,calculate_kv_scales,enable_prefix_caching,engine,gpu_memory_utilization,hash_block_size,is_attention_free,kv_cache_dtype_skip_layers,kv_cache_max_concurrency,kv_cache_memory_bytes,kv_cache_size_tokens,kv_offloading_backend,kv_offloading_size,kv_sharing_fast_prefill,mamba_block_size,mamba_cache_dtype,mamba_cache_mode,mamba_page_size_padded,mamba_ssm_cache_dtype,num_cpu_blocks,num_gpu_blocks,num_gpu_blocks_override,prefix_caching_hash_algo,skip_page_size_padded,sliding_window,user_specified_block_size,user_specified_mamba_block_size; no chart identity/dimension role	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	writer-ineligible	collector writer exclusion; metadata-only or structurally unsupported source shape	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:corrupted_requests_created	vllm:corrupted_requests_created	vllm:corrupted_requests_created	gauge	engine,model_name	<excluded>	<none>	error/outcome	Corrupted requests, in terms of total number of requests with NaNs in logits.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:corrupted_requests_total	vllm:corrupted_requests_total	vllm:corrupted_requests_total	counter	engine,model_name	vLLM/Request Lifecycle	model_name,engine	error/outcome	Corrupted requests, in terms of total number of requests with NaNs in logits.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> requests/s; counted/measured object: Corrupted requests, in terms of total number of requests with NaNs in logits.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Request Lifecycle / Corrupted Requests [corrupted_requests; requests/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:diffusion_num_canvas_positions_created	vllm:diffusion_num_canvas_positions_created	vllm:diffusion_num_canvas_positions_created	gauge	engine,model_name	<excluded>	<none>	domain signal	Number of canvas positions evaluated.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	diffusion model mode	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:diffusion_num_canvas_positions_total	vllm:diffusion_num_canvas_positions_total	vllm:diffusion_num_canvas_positions_total	counter	engine,model_name	vLLM/Diffusion Decoding	model_name,engine	domain signal	Number of canvas positions evaluated.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> positions/s; counted/measured object: Number of canvas positions evaluated.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	diffusion model mode	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Diffusion Decoding / Diffusion Canvas Positions [canvas_positions; positions/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:diffusion_num_committed_tokens_created	vllm:diffusion_num_committed_tokens_created	vllm:diffusion_num_committed_tokens_created	gauge	engine,model_name	<excluded>	<none>	workload/outcome	Number of committed (finalized) tokens.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	diffusion model mode	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:diffusion_num_committed_tokens_total	vllm:diffusion_num_committed_tokens_total	vllm:diffusion_num_committed_tokens_total	counter	engine,model_name	vLLM/Diffusion Decoding	model_name,engine	workload/outcome	Number of committed (finalized) tokens.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Number of committed (finalized) tokens.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	diffusion model mode	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Diffusion Decoding / Diffusion Committed Tokens [committed_tokens; tokens/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:diffusion_num_denoising_steps_created	vllm:diffusion_num_denoising_steps_created	vllm:diffusion_num_denoising_steps_created	gauge	engine,model_name	<excluded>	<none>	domain signal	Number of denoising steps.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	diffusion model mode	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:diffusion_num_denoising_steps_total	vllm:diffusion_num_denoising_steps_total	vllm:diffusion_num_denoising_steps_total	counter	engine,model_name	vLLM/Diffusion Decoding	model_name,engine	domain signal	Number of denoising steps.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> steps/s; counted/measured object: Number of denoising steps.	identity=model_name,engine; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	diffusion model mode	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Diffusion Decoding / Diffusion Denoising Steps [denoising_steps; steps/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:e2e_request_latency_seconds_bucket	vllm:e2e_request_latency_seconds_bucket	vllm:e2e_request_latency_seconds	histogram	engine,le,model_name	vLLM/Request Lifecycle	model_name,engine	latency	Histogram of e2e request latency in seconds.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of e2e request latency in seconds.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Request Lifecycle / End-to-End Request Latency [end_to_end_latency; observations/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:e2e_request_latency_seconds_count	vllm:e2e_request_latency_seconds_count	vllm:e2e_request_latency_seconds	histogram	engine,le,model_name	vLLM/Request Lifecycle	model_name,engine	latency	Histogram of e2e request latency in seconds.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Histogram of e2e request latency in seconds.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Request Lifecycle / Lifecycle Request Measurements [request_measurements; requests/s; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:e2e_request_latency_seconds_sum	vllm:e2e_request_latency_seconds_sum	vllm:e2e_request_latency_seconds	histogram	engine,le,model_name	vLLM/Request Lifecycle	model_name,engine	latency	Histogram of e2e request latency in seconds.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> in-flight; counted/measured object: Histogram of e2e request latency in seconds.	identity=model_name,engine; remaining=le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Request Lifecycle / End-to-End Request Concurrency [end_to_end_concurrency; in-flight; incremental]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:e2e_request_latency_seconds_created	vllm:e2e_request_latency_seconds_created	vllm:e2e_request_latency_seconds_created	gauge	engine,model_name	<excluded>	<none>	latency	Histogram of e2e request latency in seconds.	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:engine_sleep_state	vllm:engine_sleep_state	vllm:engine_sleep_state	gauge	engine,model_name,sleep_state	vLLM/Scheduler	model_name,engine	state/configuration	Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw gauge -> absolute -> state; counted/measured object: Engine sleep state; awake = 0 means engine is sleeping; awake = 1 means engine is awake; weights_offloaded = 1 means sleep level 1; discard_all = 1 means sleep level 2.	identity=model_name,engine; dimension=sleep_state; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Scheduler / Engine Sleep State [sleep_state; state; absolute]	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
vllm:estimated_flops_per_gpu_created	vllm:estimated_flops_per_gpu_created	vllm:estimated_flops_per_gpu_created	gauge	engine,model_name	<excluded>	<none>	utilization/resource	Estimated number of floating point operations per GPU (for Model Flops Utilization calculations).	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=engine,model_name; no chart identity/dimension role	vLLM engine/server; version and model-mode registration conditions apply	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	vllm-project/vllm @ dc818c198d3ff50a16f38eba567da006478239c8; vllm/v1/metrics/{loggers,perf}.py
