upstream_class,upstream_method,upstream_assert_id,local_test,local_assert,status
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0010,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testCleanTopologyRoot,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testCleanTopologyRoot#A0012,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0010,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0012,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0013,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0014,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0015,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0016,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0017,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0018,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0019,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDEFGThenI,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDEFGThenI#A0020,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0010,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0011,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0012,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0013,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0014,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0015,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0016,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0017,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0018,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0019,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0020,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0021,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0022,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0023,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testDuplicatedMac,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testDuplicatedMac#A0024,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeDot1qTpFdbTable_NMS4930,"require.Equal(t, 979, len(macs2))",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0006,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0007,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0008,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testElectRootBridge,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testElectRootBridge#A0009,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestParseBridgeStpPortTable_NMS4930,"require.Len(t, ds.Prefix(""1.3.6.1.2.1.17.2.15.1.3.""), 26)",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testFiveSwitchTopologyBCADE,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testFiveSwitchTopologyBCADE#A0001,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testFiveSwitchTopologyBCADE,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testFiveSwitchTopologyBCADE#A0002,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testFiveSwitchTopologyBCADE,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testFiveSwitchTopologyBCADE#A0003,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testFiveSwitchTopologyBCADE,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testFiveSwitchTopologyBCADE#A0004,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
org.opennms.netmgt.enlinkd.BroadcastDomainTest,testFiveSwitchTopologyBCADE,org.opennms.netmgt.enlinkd.BroadcastDomainTest#testFiveSwitchTopologyBCADE#A0005,src/go/pkg/topology/engine/parity/l2_builder_test.go::TestBuildL2ResultFromWalks_BRIDGE_NMS7918_ASW01,"require.Equal(t, 40, step1.Stats[""attachments_fdb""])",ported
