metric,scope,dimensions,unit,description,chart_type,labels,plugin,module
groups.lreads,,a dimension per user group,"KiB/s","User Groups Disk Logical Reads",stacked,,apps.plugin,
groups.lwrites,,a dimension per user group,"KiB/s","User Groups I/O Logical Writes",stacked,,apps.plugin,
groups.threads,,a dimension per user group,threads,"User Groups Threads",stacked,,apps.plugin,
groups.processes,,a dimension per user group,processes,"User Groups Processes",stacked,,apps.plugin,
groups.voluntary_ctxt_switches,,a dimension per app group,processes,"User Groups Voluntary Context Switches",stacked,,apps.plugin,
groups.involuntary_ctxt_switches,,a dimension per app group,processes,"User Groups Involuntary Context Switches",stacked,,apps.plugin,
groups.uptime,,a dimension per user group,seconds,"User Groups Carried Over Uptime",line,,apps.plugin,
groups.uptime_min,,a dimension per user group,seconds,"User Groups Minimum Uptime",line,,apps.plugin,
groups.uptime_avg,,a dimension per user group,seconds,"User Groups Average Uptime",line,,apps.plugin,
groups.uptime_max,,a dimension per user group,seconds,"User Groups Maximum Uptime",line,,apps.plugin,
groups.files,,a dimension per user group,"open files","User Groups Open Files",stacked,,apps.plugin,
groups.sockets,,a dimension per user group,"open sockets","User Groups Open Sockets",stacked,,apps.plugin,
groups.pipes,,a dimension per user group,"open pipes","User Groups Open Pipes",stacked,,apps.plugin,
users.cpu,,a dimension per user,percentage,"Users CPU Time (100% = 1 core)",stacked,,apps.plugin,
users.cpu_user,,a dimension per user,percentage,"Users CPU User Time (100% = 1 core)",stacked,,apps.plugin,
users.cpu_system,,a dimension per user,percentage,"Users CPU System Time (100% = 1 core)",stacked,,apps.plugin,
users.cpu_guest,,a dimension per user,percentage,"Users CPU Guest Time (100% = 1 core)",stacked,,apps.plugin,
users.mem,,a dimension per user,MiB,"Users Real Memory (w/o shared)",stacked,,apps.plugin,
users.rss,,a dimension per user,MiB,"Users Resident Set Size (w/shared)",stacked,,apps.plugin,
users.vmem,,a dimension per user,MiB,"Users Virtual Memory Size",stacked,,apps.plugin,
users.swap,,a dimension per user,MiB,"Users Swap Memory",stacked,,apps.plugin,
users.major_faults,,a dimension per user,"page faults/s","Users Major Page Faults (swap read)",stacked,,apps.plugin,
users.minor_faults,,a dimension per user,"page faults/s","Users Page Faults (swap read)",stacked,,apps.plugin,
users.preads,,a dimension per user,"KiB/s","Users Disk Reads",stacked,,apps.plugin,
users.pwrites,,a dimension per user,"KiB/s","Users Disk Writes",stacked,,apps.plugin,
users.lreads,,a dimension per user,"KiB/s","Users Disk Logical Reads",stacked,,apps.plugin,
users.lwrites,,a dimension per user,"KiB/s","Users I/O Logical Writes",stacked,,apps.plugin,
users.threads,,a dimension per user,threads,"Users Threads",stacked,,apps.plugin,
users.processes,,a dimension per user,processes,"Users Processes",stacked,,apps.plugin,
users.voluntary_ctxt_switches,,a dimension per app group,processes,"Users Voluntary Context Switches",stacked,,apps.plugin,
users.involuntary_ctxt_switches,,a dimension per app group,processes,"Users Involuntary Context Switches",stacked,,apps.plugin,
users.uptime,,a dimension per user,seconds,"Users Carried Over Uptime",line,,apps.plugin,
users.uptime_min,,a dimension per user,seconds,"Users Minimum Uptime",line,,apps.plugin,
users.uptime_avg,,a dimension per user,seconds,"Users Average Uptime",line,,apps.plugin,
users.uptime_max,,a dimension per user,seconds,"Users Maximum Uptime",line,,apps.plugin,
users.files,,a dimension per user,"open files","Users Open Files",stacked,,apps.plugin,
users.sockets,,a dimension per user,"open sockets","Users Open Sockets",stacked,,apps.plugin,
users.pipes,,a dimension per user,"open pipes","Users Open Pipes",stacked,,apps.plugin,
netdata.apps_cpu,,"user, system",milliseconds/s,"Apps Plugin CPU",stacked,,apps.plugin,
netdata.apps_sizes,,"calls, files, filenames, inode_changes, link_changes, pids, fds, targets, new_pids",files/s,"Apps Plugin Files",line,,apps.plugin,
netdata.apps_fix,,"utime, stime, gtime, minflt, majflt",percentage,"Apps Plugin Normalization Ratios",line,,apps.plugin,
netdata.apps_children_fix,,"utime, stime, gtime, minflt, majflt",percentage,"Apps Plugin Exited Children Normalization Ratios",line,,apps.plugin,
