+--------------------------------------------------------+--------------------------------------------------+
| Variable_name                                          | Value                                            |
| Com_drop_view                                          | 0                                                |
| Com_empty_query                                        | 0                                                |
| Com_execute_immediate                                  | 0                                                |
| Com_execute_sql                                        | 0                                                |
| Com_flush                                              | 2                                                |
| Com_get_diagnostics                                    | 0                                                |
| Com_grant                                              | 3                                                |
| Com_grant_role                                         | 0                                                |
| Com_ha_close                                           | 0                                                |
| Com_ha_open                                            | 0                                                |
| Com_ha_read                                            | 0                                                |
| Com_help                                               | 0                                                |
| Com_insert                                             | 0                                                |
| Com_insert_select                                      | 0                                                |
| Com_install_plugin                                     | 0                                                |
| Com_kill                                               | 0                                                |
| Com_load                                               | 0                                                |
| Com_lock_tables                                        | 0                                                |
| Com_optimize                                           | 0                                                |
| Com_preload_keys                                       | 0                                                |
| Com_prepare_sql                                        | 0                                                |
| Com_purge                                              | 0                                                |
| Com_purge_before_date                                  | 0                                                |
| Com_release_savepoint                                  | 0                                                |
| Com_rename_table                                       | 0                                                |
| Com_rename_user                                        | 0                                                |
| Com_repair                                             | 0                                                |
| Com_replace                                            | 0                                                |
| Com_replace_select                                     | 0                                                |
| Com_reset                                              | 0                                                |
| Com_resignal                                           | 0                                                |
| Com_revoke                                             | 0                                                |
| Com_revoke_all                                         | 0                                                |
| Com_revoke_role                                        | 0                                                |
| Com_rollback                                           | 0                                                |
| Com_rollback_to_savepoint                              | 0                                                |
| Com_savepoint                                          | 0                                                |
| Com_select                                             | 6                                                |
| Com_set_option                                         | 0                                                |
| Com_show_authors                                       | 0                                                |
| Com_show_binlog_events                                 | 0                                                |
| Com_show_binlogs                                       | 0                                                |
| Com_show_charsets                                      | 0                                                |
| Com_show_collations                                    | 0                                                |
| Com_show_contributors                                  | 0                                                |
| Com_show_create_db                                     | 0                                                |
| Com_show_create_event                                  | 0                                                |
| Com_show_create_func                                   | 0                                                |
| Com_show_create_package                                | 0                                                |
| Com_show_create_package_body                           | 0                                                |
| Com_show_create_proc                                   | 0                                                |
| Com_show_create_table                                  | 0                                                |
| Com_show_create_trigger                                | 0                                                |
| Com_show_create_user                                   | 0                                                |
| Com_show_databases                                     | 0                                                |
| Com_show_engine_logs                                   | 0                                                |
| Com_show_engine_mutex                                  | 0                                                |
| Com_show_engine_status                                 | 0                                                |
| Com_show_errors                                        | 0                                                |
| Com_show_events                                        | 0                                                |
| Com_show_explain                                       | 0                                                |
| Com_show_fields                                        | 0                                                |
| Com_show_function_status                               | 0                                                |
| Com_show_generic                                       | 0                                                |
| Com_show_grants                                        | 0                                                |
| Com_show_keys                                          | 0                                                |
| Com_show_binlog_status                                 | 0                                                |
| Com_show_open_tables                                   | 0                                                |
| Com_show_package_status                                | 0                                                |
| Com_show_package_body_status                           | 0                                                |
| Com_show_plugins                                       | 0                                                |
| Com_show_privileges                                    | 0                                                |
| Com_show_procedure_status                              | 0                                                |
| Com_show_processlist                                   | 0                                                |
| Com_show_profile                                       | 0                                                |
| Com_show_profiles                                      | 0                                                |
| Com_show_relaylog_events                               | 0                                                |
| Com_show_slave_hosts                                   | 0                                                |
| Com_show_slave_status                                  | 14                                               |
| Com_show_status                                        | 2                                                |
| Com_show_storage_engines                               | 0                                                |
| Com_show_table_status                                  | 0                                                |
| Com_show_tables                                        | 0                                                |
| Com_show_triggers                                      | 0                                                |
| Com_show_variables                                     | 0                                                |
| Com_show_warnings                                      | 0                                                |
| Com_shutdown                                           | 0                                                |
| Com_signal                                             | 0                                                |
| Com_start_all_slaves                                   | 0                                                |
| Com_start_slave                                        | 0                                                |
| Com_stmt_close                                         | 0                                                |
| Com_stmt_execute                                       | 0                                                |
| Com_stmt_fetch                                         | 0                                                |
| Com_stmt_prepare                                       | 0                                                |
| Com_stmt_reprepare                                     | 0                                                |
| Com_stmt_reset                                         | 0                                                |
| Com_stmt_send_long_data                                | 0                                                |
| Com_stop_all_slaves                                    | 0                                                |
| Com_stop_slave                                         | 0                                                |
| Com_truncate                                           | 0                                                |
| Com_uninstall_plugin                                   | 0                                                |
| Com_unlock_tables                                      | 0                                                |
| Com_update                                             | 0                                                |
| Com_update_multi                                       | 0                                                |
| Com_xa_commit                                          | 0                                                |
| Com_xa_end                                             | 0                                                |
| Com_xa_prepare                                         | 0                                                |
| Com_xa_recover                                         | 0                                                |
| Com_xa_rollback                                        | 0                                                |
| Com_xa_start                                           | 0                                                |
| Compression                                            | OFF                                              |
| Connection_errors_accept                               | 0                                                |
| Connection_errors_internal                             | 0                                                |
| Connection_errors_max_connections                      | 0                                                |
| Connection_errors_peer_address                         | 0                                                |
| Connection_errors_select                               | 0                                                |
| Connection_errors_tcpwrap                              | 0                                                |
| Connections                                            | 12                                               |
| Cpu_time                                               | 0.000000                                         |
| Created_tmp_disk_tables                                | 0                                                |
| Created_tmp_files                                      | 5                                                |
| Created_tmp_tables                                     | 2                                                |
| Delayed_errors                                         | 0                                                |
| Delayed_insert_threads                                 | 0                                                |
| Delayed_writes                                         | 0                                                |
| Delete_scan                                            | 0                                                |
| Empty_queries                                          | 0                                                |
| Executed_events                                        | 0                                                |
| Executed_triggers                                      | 0                                                |
| Feature_application_time_periods                       | 0                                                |
| Feature_check_constraint                               | 1                                                |
| Feature_custom_aggregate_functions                     | 0                                                |
| Feature_delay_key_write                                | 0                                                |
| Feature_dynamic_columns                                | 0                                                |
| Feature_fulltext                                       | 0                                                |
| Feature_gis                                            | 0                                                |
| Feature_insert_returning                               | 0                                                |
| Feature_invisible_columns                              | 0                                                |
| Feature_json                                           | 1                                                |
| Feature_locale                                         | 0                                                |
| Feature_subquery                                       | 0                                                |
| Feature_system_versioning                              | 0                                                |
| Feature_timezone                                       | 0                                                |
| Feature_trigger                                        | 0                                                |
| Feature_window_functions                               | 0                                                |
| Feature_xml                                            | 0                                                |
| Handler_commit                                         | 30                                               |
| Handler_delete                                         | 0                                                |
| Handler_discover                                       | 0                                                |
| Handler_external_lock                                  | 0                                                |
| Handler_icp_attempts                                   | 0                                                |
| Handler_icp_match                                      | 0                                                |
| Handler_mrr_init                                       | 0                                                |
| Handler_mrr_key_refills                                | 0                                                |
| Handler_mrr_rowid_refills                              | 0                                                |
| Handler_prepare                                        | 0                                                |
| Handler_read_first                                     | 7                                                |
| Handler_read_key                                       | 7                                                |
| Handler_read_last                                      | 0                                                |
| Handler_read_next                                      | 3                                                |
| Handler_read_prev                                      | 0                                                |
| Handler_read_retry                                     | 0                                                |
| Handler_read_rnd                                       | 0                                                |
| Handler_read_rnd_deleted                               | 0                                                |
| Handler_read_rnd_next                                  | 626                                              |
| Handler_rollback                                       | 0                                                |
| Handler_savepoint                                      | 0                                                |
| Handler_savepoint_rollback                             | 0                                                |
| Handler_tmp_delete                                     | 0                                                |
| Handler_tmp_update                                     | 0                                                |
| Handler_tmp_write                                      | 568                                              |
| Handler_update                                         | 3                                                |
| Handler_write                                          | 13                                               |
| Innodb_adaptive_hash_hash_searches                     | 0                                                |
| Innodb_adaptive_hash_non_hash_searches                 | 0                                                |
| Innodb_background_log_sync                             | 52300                                            |
| Innodb_buffer_pool_dump_status                         |                                                  |
| Innodb_buffer_pool_load_status                         | Buffer pool(s) load completed at 220817 21:14:57 |
| Innodb_buffer_pool_resize_status                       |                                                  |
| Innodb_buffer_pool_load_incomplete                     | OFF                                              |
| Innodb_buffer_pool_pages_data                          | 309                                              |
| Innodb_buffer_pool_bytes_data                          | 5062656                                          |
| Innodb_buffer_pool_pages_dirty                         | 29                                               |
| Innodb_buffer_pool_bytes_dirty                         | 475136                                           |
| Innodb_buffer_pool_pages_flushed                       | 0                                                |
| Innodb_buffer_pool_pages_free                          | 7755                                             |
| Innodb_buffer_pool_pages_made_not_young                | 0                                                |
| Innodb_buffer_pool_pages_made_young                    | 0                                                |
| Innodb_buffer_pool_pages_misc                          | 0                                                |
| Innodb_buffer_pool_pages_old                           | 0                                                |
| Innodb_buffer_pool_pages_total                         | 8064                                             |
| Innodb_buffer_pool_pages_lru_flushed                   | 0                                                |
| Innodb_buffer_pool_pages_lru_freed                     | 0                                                |
| Innodb_buffer_pool_read_ahead_rnd                      | 0                                                |
| Innodb_buffer_pool_read_ahead                          | 0                                                |
| Innodb_buffer_pool_read_ahead_evicted                  | 0                                                |
| Innodb_buffer_pool_read_requests                       | 1911                                             |
| Innodb_buffer_pool_reads                               | 171                                              |
| Innodb_buffer_pool_wait_free                           | 0                                                |
| Innodb_buffer_pool_write_requests                      | 148                                              |
| Innodb_checkpoint_age                                  | 6097                                             |
| Innodb_checkpoint_max_age                              | 80819529                                         |
| Innodb_data_fsyncs                                     | 17                                               |
| Innodb_data_pending_fsyncs                             | 0                                                |
| Innodb_data_pending_reads                              | 0                                                |
| Innodb_data_pending_writes                             | 0                                                |
| Innodb_data_read                                       | 2801664                                          |
| Innodb_data_reads                                      | 185                                              |
| Innodb_data_writes                                     | 16                                               |
| Innodb_data_written                                    | 0                                                |
| Innodb_dblwr_pages_written                             | 0                                                |
| Innodb_dblwr_writes                                    | 0                                                |
| Innodb_deadlocks                                       | 0                                                |
| Innodb_history_list_length                             | 0                                                |
| Innodb_ibuf_discarded_delete_marks                     | 0                                                |
| Innodb_ibuf_discarded_deletes                          | 0                                                |
| Innodb_ibuf_discarded_inserts                          | 0                                                |
| Innodb_ibuf_free_list                                  | 0                                                |
| Innodb_ibuf_merged_delete_marks                        | 0                                                |
| Innodb_ibuf_merged_deletes                             | 0                                                |
| Innodb_ibuf_merged_inserts                             | 0                                                |
| Innodb_ibuf_merges                                     | 0                                                |
| Innodb_ibuf_segment_size                               | 2                                                |
| Innodb_ibuf_size                                       | 1                                                |
| Innodb_log_waits                                       | 0                                                |
| Innodb_log_write_requests                              | 109                                              |
| Innodb_log_writes                                      | 15                                               |
| Innodb_lsn_current                                     | 52826                                            |
| Innodb_lsn_flushed                                     | 52826                                            |
| Innodb_lsn_last_checkpoint                             | 46729                                            |
| Innodb_master_thread_active_loops                      | 0                                                |
| Innodb_master_thread_idle_loops                        | 52301                                            |
| Innodb_max_trx_id                                      | 37                                               |
| Innodb_mem_adaptive_hash                               | 0                                                |
| Innodb_mem_dictionary                                  | 855336                                           |
| Innodb_os_log_written                                  | 6097                                             |
| Innodb_page_size                                       | 16384                                            |
| Innodb_pages_created                                   | 138                                              |
| Innodb_pages_read                                      | 171                                              |
| Innodb_pages_written                                   | 0                                                |
| Innodb_row_lock_current_waits                          | 0                                                |
| Innodb_row_lock_time                                   | 0                                                |
| Innodb_row_lock_time_avg                               | 0                                                |
| Innodb_row_lock_time_max                               | 0                                                |
| Innodb_row_lock_waits                                  | 0                                                |
| Innodb_rows_deleted                                    | 0                                                |
| Innodb_rows_inserted                                   | 0                                                |
| Innodb_rows_read                                       | 0                                                |
| Innodb_rows_updated                                    | 0                                                |
| Innodb_system_rows_deleted                             | 0                                                |
| Innodb_system_rows_inserted                            | 9                                                |
| Innodb_system_rows_read                                | 0                                                |
| Innodb_system_rows_updated                             | 0                                                |
| Innodb_num_open_files                                  | 6                                                |
| Innodb_truncated_status_writes                         | 0                                                |
| Innodb_available_undo_logs                             | 128                                              |
| Innodb_undo_truncations                                | 0                                                |
| Innodb_page_compression_saved                          | 0                                                |
| Innodb_num_pages_page_compressed                       | 0                                                |
| Innodb_num_page_compressed_trim_op                     | 0                                                |
| Innodb_num_pages_page_decompressed                     | 0                                                |
| Innodb_num_pages_page_compression_error                | 0                                                |
| Innodb_num_pages_encrypted                             | 0                                                |
| Innodb_num_pages_decrypted                             | 0                                                |
| Innodb_have_lz4                                        | OFF                                              |
| Innodb_have_lzo                                        | OFF                                              |
| Innodb_have_lzma                                       | OFF                                              |
| Innodb_have_bzip2                                      | OFF                                              |
| Innodb_have_snappy                                     | OFF                                              |
| Innodb_have_punch_hole                                 | ON                                               |
| Innodb_defragment_compression_failures                 | 0                                                |
| Innodb_defragment_failures                             | 0                                                |
| Innodb_defragment_count                                | 0                                                |
| Innodb_instant_alter_column                            | 0                                                |
| Innodb_onlineddl_rowlog_rows                           | 0                                                |
| Innodb_onlineddl_rowlog_pct_used                       | 0                                                |
| Innodb_onlineddl_pct_progress                          | 0                                                |
| Innodb_secondary_index_triggered_cluster_reads         | 0                                                |
| Innodb_secondary_index_triggered_cluster_reads_avoided | 0                                                |
| Innodb_encryption_rotation_pages_read_from_cache       | 0                                                |
| Innodb_encryption_rotation_pages_read_from_disk        | 0                                                |
| Innodb_encryption_rotation_pages_modified              | 0                                                |
| Innodb_encryption_rotation_pages_flushed               | 0                                                |
| Innodb_encryption_rotation_estimated_iops              | 0                                                |
| Innodb_encryption_n_merge_blocks_encrypted             | 0                                                |
| Innodb_encryption_n_merge_blocks_decrypted             | 0                                                |
| Innodb_encryption_n_rowlog_blocks_encrypted            | 0                                                |
| Innodb_encryption_n_rowlog_blocks_decrypted            | 0                                                |
| Innodb_encryption_n_temp_blocks_encrypted              | 0                                                |
| Innodb_encryption_n_temp_blocks_decrypted              | 0                                                |
| Innodb_encryption_num_key_requests                     | 0                                                |
| Key_blocks_not_flushed                                 | 0                                                |
| Key_blocks_unused                                      | 107163                                           |
| Key_blocks_used                                        | 0                                                |
| Key_blocks_warm                                        | 0                                                |
| Key_read_requests                                      | 0                                                |
| Key_reads                                              | 0                                                |
| Key_write_requests                                     | 0                                                |
| Key_writes                                             | 0                                                |
| Last_query_cost                                        | 0.000000                                         |
| Master_gtid_wait_count                                 | 0                                                |
| Master_gtid_wait_time                                  | 0                                                |
| Master_gtid_wait_timeouts                              | 0                                                |
| Max_statement_time_exceeded                            | 0                                                |
| Max_used_connections                                   | 1                                                |
| Memory_used                                            | 35982280                                         |
| Memory_used_initial                                    | 35441456                                         |
| Not_flushed_delayed_rows                               | 0                                                |
| Open_files                                             | 29                                               |
| Open_streams                                           | 4                                                |
| Open_table_definitions                                 | 17                                               |
| Open_tables                                            | 10                                               |
| Opened_files                                           | 100                                              |
| Opened_plugin_libraries                                | 0                                                |
| Opened_table_definitions                               | 16                                               |
| Opened_tables                                          | 16                                               |
| Opened_views                                           | 0                                                |
| Performance_schema_accounts_lost                       | 0                                                |
| Performance_schema_cond_classes_lost                   | 0                                                |
| Performance_schema_cond_instances_lost                 | 0                                                |
| Performance_schema_digest_lost                         | 0                                                |
| Performance_schema_file_classes_lost                   | 0                                                |
| Performance_schema_file_handles_lost                   | 0                                                |
| Performance_schema_file_instances_lost                 | 0                                                |
| Performance_schema_hosts_lost                          | 0                                                |
| Performance_schema_index_stat_lost                     | 0                                                |
| Performance_schema_locker_lost                         | 0                                                |
| Performance_schema_memory_classes_lost                 | 0                                                |
| Performance_schema_metadata_lock_lost                  | 0                                                |
| Performance_schema_mutex_classes_lost                  | 0                                                |
| Performance_schema_mutex_instances_lost                | 0                                                |
| Performance_schema_nested_statement_lost               | 0                                                |
| Performance_schema_prepared_statements_lost            | 0                                                |
| Performance_schema_program_lost                        | 0                                                |
| Performance_schema_rwlock_classes_lost                 | 0                                                |
| Performance_schema_rwlock_instances_lost               | 0                                                |
| Performance_schema_session_connect_attrs_lost          | 0                                                |
| Performance_schema_socket_classes_lost                 | 0                                                |
| Performance_schema_socket_instances_lost               | 0                                                |
| Performance_schema_stage_classes_lost                  | 0                                                |
| Performance_schema_statement_classes_lost              | 0                                                |
| Performance_schema_table_handles_lost                  | 0                                                |
| Performance_schema_table_instances_lost                | 0                                                |
| Performance_schema_table_lock_stat_lost                | 0                                                |
| Performance_schema_thread_classes_lost                 | 0                                                |
| Performance_schema_thread_instances_lost               | 0                                                |
| Performance_schema_users_lost                          | 0                                                |
| Prepared_stmt_count                                    | 0                                                |
| Qcache_free_blocks                                     | 1                                                |
| Qcache_free_memory                                     | 1031272                                          |
| Qcache_hits                                            | 0                                                |
| Qcache_inserts                                         | 0                                                |
| Qcache_lowmem_prunes                                   | 0                                                |
| Qcache_not_cached                                      | 0                                                |
| Qcache_queries_in_cache                                | 0                                                |
| Qcache_total_blocks                                    | 1                                                |
| Queries                                                | 33                                               |
| Questions                                              | 24                                               |
| Resultset_metadata_skipped                             | 0                                                |
| Rows_read                                              | 36                                               |
| Rows_sent                                              | 571                                              |
| Rows_tmp_read                                          | 565                                              |
| Rpl_semi_sync_master_clients                           | 0                                                |
| Rpl_semi_sync_master_get_ack                           | 0                                                |
| Rpl_semi_sync_master_net_avg_wait_time                 | 0                                                |
| Rpl_semi_sync_master_net_wait_time                     | 0                                                |
| Rpl_semi_sync_master_net_waits                         | 0                                                |
| Rpl_semi_sync_master_no_times                          | 0                                                |
| Rpl_semi_sync_master_no_tx                             | 0                                                |
| Rpl_semi_sync_master_request_ack                       | 0                                                |
| Rpl_semi_sync_master_status                            | OFF                                              |
| Rpl_semi_sync_master_timefunc_failures                 | 0                                                |
| Rpl_semi_sync_master_tx_avg_wait_time                  | 0                                                |
| Rpl_semi_sync_master_tx_wait_time                      | 0                                                |
| Rpl_semi_sync_master_tx_waits                          | 0                                                |
| Rpl_semi_sync_master_wait_pos_backtraverse             | 0                                                |
| Rpl_semi_sync_master_wait_sessions                     | 0                                                |
| Rpl_semi_sync_master_yes_tx                            | 0                                                |
| Rpl_semi_sync_slave_send_ack                           | 0                                                |
| Rpl_semi_sync_slave_status                             | OFF                                              |
| Rpl_status                                             | AUTH_MASTER                                      |
| Rpl_transactions_multi_engine                          | 0                                                |
| Select_full_join                                       | 0                                                |
| Select_full_range_join                                 | 0                                                |
| Select_range                                           | 0                                                |
| Select_range_check                                     | 0                                                |
| Select_scan                                            | 2                                                |
| Slave_connections                                      | 0                                                |
| Slave_heartbeat_period                                 | 30.000                                           |
| Slave_open_temp_tables                                 | 0                                                |
| Slave_received_heartbeats                              | 1743                                             |
| Slave_retried_transactions                             | 0                                                |
| Slave_running                                          | ON                                               |
| Slave_skipped_errors                                   | 0                                                |
| Slaves_connected                                       | 0                                                |
| Slaves_running                                         | 1                                                |
| Slow_launch_threads                                    | 0                                                |
| Slow_queries                                           | 0                                                |
| Sort_merge_passes                                      | 0                                                |
| Sort_priority_queue_sorts                              | 0                                                |
| Sort_range                                             | 0                                                |
| Sort_rows                                              | 0                                                |
| Sort_scan                                              | 0                                                |
| Ssl_accept_renegotiates                                | 0                                                |
| Ssl_accepts                                            | 0                                                |
| Ssl_callback_cache_hits                                | 0                                                |
| Ssl_cipher                                             |                                                  |
| Ssl_cipher_list                                        |                                                  |
| Ssl_client_connects                                    | 0                                                |
| Ssl_connect_renegotiates                               | 0                                                |
| Ssl_ctx_verify_depth                                   | 0                                                |
| Ssl_ctx_verify_mode                                    | 0                                                |
| Ssl_default_timeout                                    | 0                                                |
| Ssl_finished_accepts                                   | 0                                                |
| Ssl_finished_connects                                  | 0                                                |
| Ssl_server_not_after                                   |                                                  |
| Ssl_server_not_before                                  |                                                  |
| Ssl_session_cache_hits                                 | 0                                                |
| Ssl_session_cache_misses                               | 0                                                |
| Ssl_session_cache_mode                                 | NONE                                             |
| Ssl_session_cache_overflows                            | 0                                                |
| Ssl_session_cache_size                                 | 0                                                |
| Ssl_session_cache_timeouts                             | 0                                                |
| Ssl_sessions_reused                                    | 0                                                |
| Ssl_used_session_cache_entries                         | 0                                                |
| Ssl_verify_depth                                       | 0                                                |
| Ssl_verify_mode                                        | 0                                                |
| Ssl_version                                            |                                                  |
| Subquery_cache_hit                                     | 0                                                |
| Subquery_cache_miss                                    | 0                                                |
| Syncs                                                  | 56                                               |
| Table_locks_immediate                                  | 60                                               |
| Table_locks_waited                                     | 0                                                |
| Table_open_cache_active_instances                      | 1                                                |
| Table_open_cache_hits                                  | 54                                               |
| Table_open_cache_misses                                | 16                                               |
| Table_open_cache_overflows                             | 0                                                |
| Tc_log_max_pages_used                                  | 0                                                |
| Tc_log_page_size                                       | 0                                                |
| Tc_log_page_waits                                      | 0                                                |
| Threadpool_idle_threads                                | 0                                                |
| Threadpool_threads                                     | 0                                                |
| Threads_cached                                         | 0                                                |
| Threads_connected                                      | 1                                                |
| Threads_created                                        | 2                                                |
| Threads_running                                        | 3                                                |
| Transactions_gtid_foreign_engine                       | 0                                                |
| Transactions_multi_engine                              | 0                                                |
| Update_scan                                            | 0                                                |
| Uptime                                                 | 52310                                            |
| Uptime_since_flush_status                              | 52310                                            |
| wsrep                                                  | 0                                                |
| wsrep_applier_thread_count                             | 0                                                |
| wsrep_cluster_capabilities                             |                                                  |
| wsrep_cluster_conf_id                                  | 18446744073709551615                             |
| wsrep_cluster_size                                     | 0                                                |
| wsrep_cluster_state_uuid                               |                                                  |
| wsrep_cluster_status                                   | Disconnected                                     |
| wsrep_connected                                        | OFF                                              |
| wsrep_local_bf_aborts                                  | 0                                                |
| wsrep_local_index                                      | 18446744073709551615                             |
| wsrep_provider_capabilities                            |                                                  |
| wsrep_provider_name                                    |                                                  |
| wsrep_provider_vendor                                  |                                                  |
| wsrep_provider_version                                 |                                                  |
| wsrep_ready                                            | OFF                                              |
| wsrep_rollbacker_thread_count                          | 0                                                |
| wsrep_thread_count                                     | 0                                                |
+--------------------------------------------------------+--------------------------------------------------+
