# HELP mem_tracker_server_Read_Buffer_CQL_Receive Memory consumed by Receive->CQL->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_CQL_Receive gauge
# TYPE mem_tracker_server_Allocated_Big_Shared_Memory gauge
mem_tracker_server_Allocated_Big_Shared_Memory{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP rpcs_in_queue_yb_tserver_TabletServerBackupService rpcs_in_queue_yb_tserver_TabletServerBackupService metric for ServicePoolImpl
# TYPE rpcs_in_queue_yb_tserver_TabletServerBackupService gauge
rpcs_in_queue_yb_tserver_TabletServerBackupService{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP rpcs_in_queue_yb_tserver_RemoteBootstrapService rpcs_in_queue_yb_tserver_RemoteBootstrapService metric for ServicePoolImpl
# TYPE rpcs_in_queue_yb_tserver_RemoteBootstrapService gauge
rpcs_in_queue_yb_tserver_RemoteBootstrapService{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_PgResponseCache Memory consumed by PgResponseCache->server->root
# TYPE mem_tracker_server_PgResponseCache gauge
mem_tracker_server_PgResponseCache{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 3006912 1736161627577
# HELP rpcs_in_queue_yb_cdc_CDCService rpcs_in_queue_yb_cdc_CDCService metric for ServicePoolImpl
# TYPE rpcs_in_queue_yb_cdc_CDCService gauge
rpcs_in_queue_yb_cdc_CDCService{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Read_Buffer_Inbound_RPC_Sending Memory consumed by Sending->Inbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Inbound_RPC_Sending gauge
mem_tracker_server_Read_Buffer_Inbound_RPC_Sending{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server Memory consumed by server->root
# TYPE mem_tracker_server gauge
mem_tracker_server{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 20286552 1736161627577
# HELP mem_tracker_server_BlockBasedTable Memory consumed by BlockBasedTable->server->root
# TYPE mem_tracker_server_BlockBasedTable gauge
mem_tracker_server_BlockBasedTable{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 488 1736161627577
# HELP mem_tracker_server_Read_Buffer_Inbound_RPC_Receive Memory consumed by Receive->Inbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Inbound_RPC_Receive gauge
mem_tracker_server_Read_Buffer_Inbound_RPC_Receive{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 786432 1736161627577
# HELP mem_tracker_server_Read_Buffer_Inbound_RPC_Reading Memory consumed by Reading->Inbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Inbound_RPC_Reading gauge
mem_tracker_server_Read_Buffer_Inbound_RPC_Reading{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Metadata_cache Memory consumed by Metadata cache->server->root
# TYPE mem_tracker_server_Metadata_cache gauge
mem_tracker_server_Metadata_cache{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Read_Buffer_Outbound_RPC_Reading Memory consumed by Reading->Outbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Outbound_RPC_Reading gauge
mem_tracker_server_Read_Buffer_Outbound_RPC_Reading{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Tablets_overhead Memory consumed by Tablets_overhead->server->root
# TYPE mem_tracker_server_Tablets_overhead gauge
mem_tracker_server_Tablets_overhead{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 15808424 1736161627577
# HELP mem_tracker_server_Call Memory consumed by Call->server->root
# TYPE mem_tracker_server_Call gauge
mem_tracker_server_Call{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Read_Buffer_Outbound_RPC Memory consumed by Outbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Outbound_RPC gauge
mem_tracker_server_Read_Buffer_Outbound_RPC{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Compressed_Read_Buffer Memory consumed by Compressed Read Buffer->server->root
# TYPE mem_tracker_server_Compressed_Read_Buffer gauge
mem_tracker_server_Compressed_Read_Buffer{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Read_Buffer_Outbound_RPC_Receive Memory consumed by Receive->Outbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Outbound_RPC_Receive gauge
mem_tracker_server_Read_Buffer_Outbound_RPC_Receive{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 1835008 1736161627577
# HELP mem_tracker_server_Read_Buffer_Outbound_RPC_Queueing Memory consumed by Queueing->Outbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Outbound_RPC_Queueing gauge
mem_tracker_server_Read_Buffer_Outbound_RPC_Queueing{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Compressed_Read_Buffer_Receive Memory consumed by Receive->Compressed Read Buffer->server->root
# TYPE mem_tracker_server_Compressed_Read_Buffer_Receive gauge
mem_tracker_server_Compressed_Read_Buffer_Receive{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 2621440 1736161627577
# HELP mem_tracker_server_Read_Buffer Memory consumed by Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer gauge
mem_tracker_server_Read_Buffer{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Read_Buffer_Inbound_RPC Memory consumed by Inbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Inbound_RPC gauge
mem_tracker_server_Read_Buffer_Inbound_RPC{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Call_Outbound_RPC Memory consumed by Outbound RPC->Call->server->root
# TYPE mem_tracker_server_Call_Outbound_RPC gauge
mem_tracker_server_Call_Outbound_RPC{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP mem_tracker_server_Read_Buffer_Outbound_RPC_Sending Memory consumed by Sending->Outbound RPC->Read Buffer->server->root
# TYPE mem_tracker_server_Read_Buffer_Outbound_RPC_Sending gauge
mem_tracker_server_Read_Buffer_Outbound_RPC_Sending{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP cdc_rpc_proxy_count Number of CDC GetChanges requests that required proxy forwarding
# TYPE cdc_rpc_proxy_count counter
cdc_rpc_proxy_count{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP service_request_bytes_yb_cdc_CDCService_CreateCDCStream Bytes received by yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE service_request_bytes_yb_cdc_CDCService_CreateCDCStream counter
service_request_bytes_yb_cdc_CDCService_CreateCDCStream{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP service_response_bytes_yb_cdc_CDCService_CreateCDCStream Bytes sent in response to yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE service_response_bytes_yb_cdc_CDCService_CreateCDCStream counter
service_response_bytes_yb_cdc_CDCService_CreateCDCStream{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream_sum Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream_sum counter
handler_latency_yb_cdc_CDCService_CreateCDCStream_sum{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream_count Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream_count counter
handler_latency_yb_cdc_CDCService_CreateCDCStream_count{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream gauge
handler_latency_yb_cdc_CDCService_CreateCDCStream{quantile="p50",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream gauge
handler_latency_yb_cdc_CDCService_CreateCDCStream{quantile="p95",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream gauge
handler_latency_yb_cdc_CDCService_CreateCDCStream{quantile="p99",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream gauge
handler_latency_yb_cdc_CDCService_CreateCDCStream{quantile="mean",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream gauge
handler_latency_yb_cdc_CDCService_CreateCDCStream{quantile="max",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_CreateCDCStream Microseconds spent handling yb.cdc.CDCService.CreateCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_CreateCDCStream gauge
handler_latency_yb_cdc_CDCService_CreateCDCStream{quantile="min",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP service_request_bytes_yb_cdc_CDCService_DeleteCDCStream Bytes received by yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE service_request_bytes_yb_cdc_CDCService_DeleteCDCStream counter
service_request_bytes_yb_cdc_CDCService_DeleteCDCStream{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP service_response_bytes_yb_cdc_CDCService_DeleteCDCStream Bytes sent in response to yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE service_response_bytes_yb_cdc_CDCService_DeleteCDCStream counter
service_response_bytes_yb_cdc_CDCService_DeleteCDCStream{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream_sum Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream_sum counter
handler_latency_yb_cdc_CDCService_DeleteCDCStream_sum{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream_count Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream_count counter
handler_latency_yb_cdc_CDCService_DeleteCDCStream_count{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream gauge
handler_latency_yb_cdc_CDCService_DeleteCDCStream{quantile="p50",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream gauge
handler_latency_yb_cdc_CDCService_DeleteCDCStream{quantile="p95",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream gauge
handler_latency_yb_cdc_CDCService_DeleteCDCStream{quantile="p99",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream gauge
handler_latency_yb_cdc_CDCService_DeleteCDCStream{quantile="mean",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream gauge
handler_latency_yb_cdc_CDCService_DeleteCDCStream{quantile="max",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_DeleteCDCStream Microseconds spent handling yb.cdc.CDCService.DeleteCDCStream() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_DeleteCDCStream gauge
handler_latency_yb_cdc_CDCService_DeleteCDCStream{quantile="min",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP service_request_bytes_yb_cdc_CDCService_ListTablets Bytes received by yb.cdc.CDCService.ListTablets() RPC requests
# TYPE service_request_bytes_yb_cdc_CDCService_ListTablets counter
service_request_bytes_yb_cdc_CDCService_ListTablets{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP service_response_bytes_yb_cdc_CDCService_ListTablets Bytes sent in response to yb.cdc.CDCService.ListTablets() RPC requests
# TYPE service_response_bytes_yb_cdc_CDCService_ListTablets counter
service_response_bytes_yb_cdc_CDCService_ListTablets{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets_sum Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets_sum counter
handler_latency_yb_cdc_CDCService_ListTablets_sum{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets_count Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets_count counter
handler_latency_yb_cdc_CDCService_ListTablets_count{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets gauge
handler_latency_yb_cdc_CDCService_ListTablets{quantile="p50",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets gauge
handler_latency_yb_cdc_CDCService_ListTablets{quantile="p95",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets gauge
handler_latency_yb_cdc_CDCService_ListTablets{quantile="p99",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets gauge
handler_latency_yb_cdc_CDCService_ListTablets{quantile="mean",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets gauge
handler_latency_yb_cdc_CDCService_ListTablets{quantile="max",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_ListTablets Microseconds spent handling yb.cdc.CDCService.ListTablets() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_ListTablets gauge
handler_latency_yb_cdc_CDCService_ListTablets{quantile="min",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP service_request_bytes_yb_cdc_CDCService_GetChanges Bytes received by yb.cdc.CDCService.GetChanges() RPC requests
# TYPE service_request_bytes_yb_cdc_CDCService_GetChanges counter
service_request_bytes_yb_cdc_CDCService_GetChanges{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP service_response_bytes_yb_cdc_CDCService_GetChanges Bytes sent in response to yb.cdc.CDCService.GetChanges() RPC requests
# TYPE service_response_bytes_yb_cdc_CDCService_GetChanges counter
service_response_bytes_yb_cdc_CDCService_GetChanges{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges_sum Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges_sum counter
handler_latency_yb_cdc_CDCService_GetChanges_sum{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges_count Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges_count counter
handler_latency_yb_cdc_CDCService_GetChanges_count{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges gauge
handler_latency_yb_cdc_CDCService_GetChanges{quantile="p50",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges gauge
handler_latency_yb_cdc_CDCService_GetChanges{quantile="p95",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges gauge
handler_latency_yb_cdc_CDCService_GetChanges{quantile="p99",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges gauge
handler_latency_yb_cdc_CDCService_GetChanges{quantile="mean",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges gauge
handler_latency_yb_cdc_CDCService_GetChanges{quantile="max",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetChanges Microseconds spent handling yb.cdc.CDCService.GetChanges() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetChanges gauge
handler_latency_yb_cdc_CDCService_GetChanges{quantile="min",metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP service_request_bytes_yb_cdc_CDCService_GetCheckpoint Bytes received by yb.cdc.CDCService.GetCheckpoint() RPC requests
# TYPE service_request_bytes_yb_cdc_CDCService_GetCheckpoint counter
service_request_bytes_yb_cdc_CDCService_GetCheckpoint{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP service_response_bytes_yb_cdc_CDCService_GetCheckpoint Bytes sent in response to yb.cdc.CDCService.GetCheckpoint() RPC requests
# TYPE service_response_bytes_yb_cdc_CDCService_GetCheckpoint counter
service_response_bytes_yb_cdc_CDCService_GetCheckpoint{exported_instance="pve-deb-work:9000",metric_type="server",metric_id="yb.tabletserver"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetCheckpoint_sum Microseconds spent handling yb.cdc.CDCService.GetCheckpoint() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetCheckpoint_sum counter
handler_latency_yb_cdc_CDCService_GetCheckpoint_sum{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetCheckpoint_count Microseconds spent handling yb.cdc.CDCService.GetCheckpoint() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetCheckpoint_count counter
handler_latency_yb_cdc_CDCService_GetCheckpoint_count{metric_id="yb.tabletserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1736161627577
# HELP handler_latency_yb_cdc_CDCService_GetCheckpoint Microseconds spent handling yb.cdc.CDCService.GetCheckpoint() RPC requests
# TYPE handler_latency_yb_cdc_CDCService_GetCheckpoint gauge
