# HELP handler_latency_yb_ysqlserver_SQLProcessor_SelectStmt_count Number of SELECT statements that have been executed
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_SelectStmt_count counter
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_Transactions_count counter
handler_latency_yb_ysqlserver_SQLProcessor_Transactions_count{metric_id="yb.ysqlserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_Transactions_sum Total time spent executing transactions
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_Transactions_sum counter
handler_latency_yb_ysqlserver_SQLProcessor_Transactions_sum{metric_id="yb.ysqlserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_AggregatePushdowns_count Number of aggregate pushdowns
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_AggregatePushdowns_count counter
handler_latency_yb_ysqlserver_SQLProcessor_AggregatePushdowns_count{metric_id="yb.ysqlserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_AggregatePushdowns_sum Total time spent executing aggregate pushdowns
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_AggregatePushdowns_sum counter
handler_latency_yb_ysqlserver_SQLProcessor_AggregatePushdowns_sum{metric_id="yb.ysqlserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Total number of catalog cache misses
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_aggregate_fnoid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_aggregate_fnoid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_am_name_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_am_name_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_am_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_am_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_amop_opr_fam_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_amop_opr_fam_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_amop_fam_strat_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_amop_fam_strat_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_amproc_fam_proc_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_amproc_fam_proc_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_attribute_relid_attnam_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_attribute_relid_attnam_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_attribute_relid_attnum_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_attribute_relid_attnum_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_auth_members_member_role_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_auth_members_member_role_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_auth_members_role_member_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_auth_members_role_member_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_authid_rolname_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_authid_rolname_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_authid_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_authid_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_cast_source_target_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_cast_source_target_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_opclass_am_name_nsp_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_opclass_am_name_nsp_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_opclass_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_opclass_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_collation_name_enc_nsp_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_collation_name_enc_nsp_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_collation_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_collation_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_conversion_default_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_conversion_default_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_conversion_name_nsp_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_conversion_name_nsp_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_constraint_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_constraint_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_conversion_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_conversion_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_database_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_database_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_default_acl_role_nsp_obj_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_default_acl_role_nsp_obj_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_enum_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_enum_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_enum_typid_label_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_enum_typid_label_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_event_trigger_evtname_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_event_trigger_evtname_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_event_trigger_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_event_trigger_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_foreign_data_wrapper_name_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_foreign_data_wrapper_name_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_foreign_data_wrapper_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_foreign_data_wrapper_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_foreign_server_name_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_foreign_server_name_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_foreign_server_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_foreign_server_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_foreign_table_relid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_foreign_table_relid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_index_indexrelid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_index_indexrelid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_language_name_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_language_name_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_language_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_language_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_namespace_nspname_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_namespace_nspname_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_namespace_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_namespace_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_operator_oprname_l_r_n_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_operator_oprname_l_r_n_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_operator_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_operator_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_opfamily_am_name_nsp_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_opfamily_am_name_nsp_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_opfamily_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_opfamily_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_partitioned_table_partrelid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_partitioned_table_partrelid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_proc_proname_args_nsp_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_proc_proname_args_nsp_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_proc_oid_index
# TYPE handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count counter
handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count{metric_id="yb.ysqlserver",metric_type="server",table_name="pg_proc_oid_index",exported_instance="pve-deb-work:9000"} 0 1735842969185
# HELP handler_latency_yb_ysqlserver_SQLProcessor_CatalogCacheMisses_count Number of catalog cache misses for index pg_publication_pubname_index
