+--------------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                                | Value                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Com_alter_function                                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_instance                                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_procedure                                          | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_resource_group                                     | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_server                                             | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_table                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_tablespace                                         | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_user                                               | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_alter_user_default_role                                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_analyze                                                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_begin                                                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_binlog                                                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_call_procedure                                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_change_db                                                | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_change_master                                            | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_change_repl_filter                                       | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_change_replication_source                                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_check                                                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_checksum                                                 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_clone                                                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_commit                                                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_compression_dictionary                            | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_db                                                | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_event                                             | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_function                                          | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_index                                             | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_procedure                                         | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_role                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_server                                            | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_table                                             | 34                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Com_create_resource_group                                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_trigger                                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_udf                                               | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_user                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_view                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_create_spatial_reference_system                          | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_dealloc_sql                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_delete                                                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_delete_multi                                             | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_do                                                       | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_compression_dictionary                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_db                                                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_event                                               | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_function                                            | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_index                                               | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_procedure                                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_resource_group                                      | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_role                                                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_server                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_spatial_reference_system                            | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_table                                               | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_trigger                                             | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_user                                                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_drop_view                                                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_empty_query                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_execute_sql                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_explain_other                                            | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_flush                                                    | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_get_diagnostics                                          | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_grant                                                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_grant_roles                                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_ha_close                                                 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_ha_open                                                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_ha_read                                                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_help                                                     | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_import                                                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_insert                                                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_insert_select                                            | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Com_install_component                                        | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
